,MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],cif_filepath,_audit_creation_date,_symmetry_space_group_name_H-M,_symmetry_Int_Tables_number,_space_group_crystal_system,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,mof_convex_hull_area,mof_convex_hull_volume,mof_convex_hull_npoints,mof_convex_hull_nsimplex,partial_charge_mean,partial_charge_median,partial_charge_std,bond_type_countS,bond_type_countA,bond_type_countT,bond_type_countD,bond_type_countAm
1080,mof_unit_pretest_1080,1047.641511,601.14572,1464.19,0.2119699999999999,0.2225,H-OEt,3,10,25,pcu,17.07708498,5.928462000000001,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1080.cif,2012-12-10T16:56:36-0500,P1,1,triclinic,7.827115,8.575519,15.685837,91.527129,85.496146,93.266449,1047.64151142,2.9628462404484686,0.411906363098374,54,46,-1.8518518508771187e-08,0.13036750000000003,0.47232187971142015,52,8,2.0,2.0,0.0
1081,mof_unit_pretest_1081,2340.299689,983.72752,2874.97,0.3376099999999999,0.4837,Me-H,3,18,22,pcu,12.80417067,5.385669,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1081.cif,2012-12-10T18:31:57-0500,P1,1,triclinic,10.652249,14.940945,15.369872,80.964284,89.555134,104.103871,2340.29968913,2.6517037627582964,0.3491508367706104,114,72,-1.7543859648896882e-08,0.1466575,0.40285602824077177,79,50,0.0,0.0,0.0
1082,mof_unit_pretest_1082,2431.209292,1280.68184,1583.08,0.20196,0.2308999999999999,H-Et,9,18,19,sra,48.39577964,7.055573,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1082.cif,2012-12-11T15:27:38-0500,P1,1,triclinic,23.236354,7.298787,15.092168,90.250043,108.221484,89.800666,2431.20929187,4.8057901850734925,0.7686958334189604,120,36,5.551115123125783e-18,0.074568,0.42765706840023504,74,58,4.0,0.0,0.0
1083,mof_unit_pretest_1083,1609.839604,735.6445999999999,2500.2,0.3499599999999999,0.4612,H,2,13,15,pcu,14.98514231,5.246582,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1083.cif,2012-12-10T17:10:22-0500,P1,1,triclinic,10.786918,12.995678,11.676998,99.790569,93.491551,90.39211,1609.83960428,2.507012118444826,0.32319907558664956,68,28,-4.411764706743922e-08,0.06761249999999999,0.3503715124389368,35,46,0.0,0.0,0.0
1084,mof_unit_pretest_1084,2980.699522,1444.4616,2375.71,0.34143,0.4243,OMe-Cl,3,17,18,pcu,12.42061826,5.146109,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1084.cif,2012-12-10T18:18:17-0500,P1,1,triclinic,14.067535,14.922744,15.265386,89.858773,68.479552,90.917258,2980.6995225,2.8142491190714636,0.38109145030370056,130,64,-2.3076923086980864e-08,0.0013310000000000002,0.3875088889059383,80,67,0.0,0.0,0.0
1085,mof_unit_pretest_1085,11177.90988,5091.89296,2586.19,0.3935799999999999,0.5202999999999999,OPr-NO2,3,15,19,nbo,17.19058848,5.462437,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1085.cif,2013-03-05T15:47:59-0500,P1,1,triclinic,21.843509,21.819329,23.456153,89.515236,90.54457,89.392136,11177.9098799,4.620289990714858,0.8296001358397564,468,90,4.273504277897249e-09,0.095134,0.45169200778661495,300,208,8.0,0.0,0.0
1086,mof_unit_pretest_1086,3383.527673,1656.40404,1714.16,0.2375199999999999,0.2922,OPr-HCO,3,8,16,pcu,15.98543971,6.312725,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1086.cif,2012-12-10T21:30:26-0500,P1,1,triclinic,13.244847,16.183951,16.408119,89.653408,89.653205,105.83361,3383.5276734,3.323615723764447,0.5146284942745146,208,84,1.4423076928295519e-08,0.143887,0.41821373348932667,166,48,0.0,6.0,0.0
1087,mof_unit_pretest_1087,4545.148069,2308.47264,1752.33,0.2655,0.3148,OEt-NO2,4,6,25,acs,16.02755364,4.985193,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1087.cif,2013-03-05T15:54:21-0500,P1,1,triclinic,13.568252,13.584513,28.433342,90.336225,90.204779,60.144177,4545.14806935,4.425172575262717,0.7384765701665347,212,66,1.4150943396109644e-08,0.0982355,0.4048107769869499,162,64,12.0,0.0,0.0
1088,mof_unit_pretest_1088,1758.778144,737.34154,2857.4,0.37935,0.5449,NH2-NHMe,3,4,26,pcu,11.4526447,5.045304,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1088.cif,2012-12-10T20:38:15-0500,P1,1,triclinic,9.86614,10.689811,16.745442,90.198777,84.819903,89.432303,1758.77814387,2.312446755571007,0.2828019577864372,73,58,3.802133645976563e-18,0.121715,0.3902270198027164,51,32,0.0,1.0,0.0
1089,mof_unit_pretest_1089,5273.432292,2504.18896,2346.24,0.2820099999999999,0.3575999999999999,Et,12,22,22,bcu,11.90805013,5.668327,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1089.cif,2012-12-11T15:54:55-0500,P1,1,triclinic,17.665979,24.345216,15.105484,89.990287,125.733973,89.720718,5273.43229213,4.764970983093141,0.8263041889564267,304,94,1.644736841458669e-08,0.08662,0.2510662916456536,272,80,0.0,0.0,0.0
1090,mof_unit_pretest_1090,4405.233488,2454.76198,1921.07,0.33448,0.3614999999999999,Cl-OMe,1,4,14,pcu,10.96034384,5.321057,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1090.cif,2012-12-10T19:41:54-0500,P1,1,triclinic,18.377811,18.481484,18.429954,120.530091,89.7219,119.942341,4405.23348821,3.6100794530321014,0.5664335170185145,184,70,1.086956521891063e-08,0.018106499999999998,0.4798285048035617,147,65,0.0,0.0,0.0
1091,mof_unit_pretest_1091,1942.592083,1530.876,0.0,0.0839299999999998,0.0641,CN-H,4,1,9,acs,56.57198742,7.490496,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1091.cif,2012-12-11T14:58:43-0500,P1,1,triclinic,10.932046,10.955161,18.804105,90.347365,90.405134,59.612462,1942.59208269,4.157705004549928,0.6551653634362018,126,46,3.1746031744301236e-08,0.001445,0.37314313411371425,76,72,2.0,0.0,0.0
1092,mof_unit_pretest_1092,1116.646259,755.22764,974.66,0.16708,0.1487999999999999,NO2,3,14,24,pcu,35.32387192,6.64099,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1092.cif,2013-03-05T15:54:13-0500,P1,1,triclinic,10.517063,10.737524,9.897637,88.1132,89.764054,91.619251,1116.64625948,2.7155641340452528,0.3728269435764395,64,54,0.0,-0.0609445,0.4021982855290798,44,34,0.0,0.0,0.0
1093,mof_unit_pretest_1093,3910.91887,4171.738,123.81,0.0871399999999999,0.0492,CN-Br,4,1,11,acs,82.12782092,9.455106,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1093.cif,2012-12-11T14:42:08-0500,P1,1,triclinic,18.75927,11.087765,18.805435,90.291244,90.925843,89.812513,3910.91886981,4.451841924695874,0.7486980845231328,216,74,-3.2407407407825315e-08,-0.047817,0.42135841377026556,134,108,12.0,4.0,0.0
1094,mof_unit_pretest_1094,2262.061224,895.90004,3275.03,0.37191,0.5655,Et,2,2,9,pcu,8.993578458,4.746018,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1094.cif,2012-10-26T21:19:45-0400,P1,1,triclinic,10.823081,15.085706,13.854816,90.407966,90.076386,90.153041,2262.06122405,2.573241628366262,0.34435656343349597,96,54,-2.3129646346357427e-18,0.047799999999999995,0.25948159826830686,59,50,0.0,0.0,0.0
1095,mof_unit_pretest_1095,1644.67957,800.7196799999998,2282.57,0.27947,0.3457,CN-OPr,2,4,23,pcu,11.4073453,5.537732,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1095.cif,2012-12-10T19:03:41-0500,P1,1,triclinic,15.875818,10.836993,9.560366,90.581271,90.267995,90.40551,1644.67956963,2.7692883988601533,0.3842948651072604,79,84,-1.2658227853383972e-08,0.119126,0.3895717871220992,66,20,5.0,0.0,0.0
1096,mof_unit_pretest_1096,2583.243268,1808.53146,0.0,0.10605,0.0912,OH-Cl,12,9,22,bcu,52.967047,8.552203999999998,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1096.cif,2012-12-11T17:45:30-0500,P1,1,triclinic,15.021198,14.889584,14.887915,109.522102,109.007051,109.24655,2583.24326761,4.657938969584786,0.8096581939149776,175,84,1.7142857142715685e-08,0.051053,0.2606405599624669,108,94,0.0,0.0,0.0
1097,mof_unit_pretest_1097,2024.738801,1611.28812,1069.97,0.2204699999999998,0.1668,Cl-SO3H,3,1,27,pcu,32.43282163,7.462665999999999,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1097.cif,2012-12-10T18:53:40-0500,P1,1,triclinic,10.753297,9.956426,19.220578,89.973044,100.290447,89.99245,2024.73880092,2.6580963847077164,0.3595761073036215,92,64,-1.0869565214686955e-08,-0.1219935,0.4287103591532068,48,38,0.0,16.0,0.0
1098,mof_unit_pretest_1098,1819.902134,1105.59864,504.72,0.1552599999999999,0.1539,CN-Ph,3,10,29,pcu,63.26679622,8.072627,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1098.cif,2012-12-10T16:59:20-0500,P1,1,triclinic,7.739634,8.540447,27.662599,90.918344,86.057278,93.864186,1819.90213438,3.6210884255471507,0.5577354186113879,102,52,-2.1769078914218755e-18,-0.019516,0.35552299248155417,50,64,2.0,2.0,0.0
1099,mof_unit_pretest_1099,1176.507426,879.468976,760.7999999999998,0.1601299999999999,0.129,HCO-F,2,11,14,pcu,40.66651796,6.572966,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1099.cif,2013-03-05T15:42:34-0500,P1,1,triclinic,10.967129,10.998463,9.76204,88.859709,89.698855,92.046536,1176.50742633,2.580345320370806,0.32850030394007057,64,42,4.687500000655209e-08,-0.0274825,0.5041672338770462,40,19,0.0,13.0,0.0
1100,mof_unit_pretest_1100,3149.903608,1209.7548,3115.5,0.42157,0.661,NH2-OMe,3,7,14,pcu,10.24609613,5.0343230000000005,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1100.cif,2012-12-10T21:10:45-0500,P1,1,triclinic,17.602224,16.792608,10.665016,90.036977,92.27468,90.335117,3149.90360823,2.369484208195505,0.3038208592440513,130,62,1.5384615386765813e-08,0.1427465,0.3733081921584978,96,43,2.0,0.0,0.0
1101,mof_unit_pretest_1101,1651.044062,1220.4396800000002,579.88,0.157,0.1279,OH,4,1,5,acs,37.12731037,6.417874,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1101.cif,2012-12-11T14:56:31-0500,P1,1,triclinic,10.570819,10.659713,17.102928,80.613479,89.748013,119.248432,1651.044062,3.4307934138592246,0.5125422602297962,83,52,-7.228915662657832e-08,-0.023397,0.4756579659781561,57,42,3.0,0.0,0.0
1102,mof_unit_pretest_1102,2026.915273,892.85634,2878.23,0.32943,0.4504,CN,2,18,22,pcu,12.95257134,4.836022,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1102.cif,2012-12-10T17:48:51-0500,P1,1,triclinic,10.726209,14.698467,14.745836,65.025899,103.593959,103.09202,2026.91527279,3.208422370675308,0.4572184478961374,91,54,-1.0989010986886934e-08,0.089389,0.32590197133670995,56,50,1.0,0.0,0.0
1103,mof_unit_pretest_1103,2046.85419,1649.498576,403.61,0.08813,0.0659,OMe-Ph,10,49,51,etb,18.37112129,6.876428,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1103.cif,2013-03-05T16:08:55-0500,P1,1,triclinic,8.200367,15.109976,17.2552,100.944349,96.89333,99.229549,2046.85418957,3.7353737083471477,0.6101020142306927,152,68,5.843279076974508e-18,0.109815,0.3895176973438975,132,31,0.0,12.0,0.0
1104,mof_unit_pretest_1104,2410.063576,2326.917916,232.38,0.0588799999999998,0.0367,NH2-HCO,10,49,57,etb,63.72683738,7.982953,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1104.cif,2012-12-11T19:49:20-0500,P1,1,triclinic,8.544944,15.327751,19.12958,101.826976,91.880793,99.862151,2410.06357618,4.0045068987647765,0.6626386186762264,212,86,-1.4150943392443813e-08,0.0259405,0.40513771428836015,163,57,0.0,21.0,0.0
1105,mof_unit_pretest_1105,1367.151525,1172.28922,625.05,0.1459999999999999,0.1024999999999999,Et-Br,2,4,13,pcu,26.41305848,6.775322999999999,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1105.cif,2012-12-10T18:58:49-0500,P1,1,triclinic,13.11573,10.910205,9.634722,92.128106,94.948089,94.899092,1367.15152517,3.1721690043678827,0.4521935076239261,88,56,3.409090909062778e-08,0.143067,0.4160213537173643,69,31,0.0,0.0,0.0
1106,mof_unit_pretest_1106,1426.032846,1396.42272,0.0,0.0,0.0,CN-COOH,9,5,2,sra,13.77551227,9.239657,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1106.cif,2012-12-11T17:19:19-0500,P1,1,triclinic,14.751298,7.247962,13.574971,89.995639,100.726457,90.000524,1426.03284553,3.8049962243796394,0.6326740194454933,100,64,-3.000000000308312e-08,-0.0733035,0.518785134182514,52,48,10.0,4.0,0.0
1107,mof_unit_pretest_1107,1115.492369,689.53002,1440.36,0.2117,0.2061999999999999,OH-COOH,2,4,4,pcu,18.37904146,5.672262,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1107.cif,2012-12-10T19:07:35-0500,P1,1,triclinic,10.819751,10.800073,9.546486,90.445567,89.96941,90.341398,1115.4923692,2.3569539653994585,0.3079989641152352,61,72,-1.6393442625242262e-08,0.109964,0.4526531808524988,46,26,0.0,1.0,0.0
1108,mof_unit_pretest_1108,1953.265562,1274.54514,1051.03,0.20025,0.1847999999999999,SO3H-OMe,9,1,13,sra,22.70499827,5.780164,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1108.cif,2012-12-11T15:45:02-0500,P1,1,triclinic,6.927173,16.799259,17.067716,100.352737,91.299559,89.224694,1953.26556222,4.056347809622854,0.6269722365972624,104,42,-2.135044278125301e-18,-0.064803,0.45931560596519366,68,50,0.0,4.0,0.0
1109,mof_unit_pretest_1109,3011.535657,1003.90868,4311.24,0.4777299999999999,0.8629999999999999,H-COOH,2,18,23,pcu,6.237381965,5.477496,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1109.cif,2012-12-10T17:49:32-0500,P1,1,triclinic,14.681354,14.83062,15.880114,76.876213,103.212751,115.242267,3011.53565716,3.3198431844985463,0.48612871325413126,100,60,-1.0000000007781563e-08,0.074028,0.3653703042943555,62,50,2.0,2.0,0.0
1110,mof_unit_pretest_1110,2103.587726,1935.04988,0.0,0.06733,0.0441,NH2-NO2,4,4,4,acs,128.3038381,8.323843,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1110.cif,2013-03-05T15:52:10-0500,P1,1,triclinic,11.19639,11.319341,18.875063,90.544219,89.998775,118.427036,2103.58772565,4.478112138942226,0.7507384662544574,164,76,-1.2195121955631983e-08,0.054081500000000005,0.3830044687178643,120,72,0.0,0.0,0.0
1111,mof_unit_pretest_1111,1889.697821,1283.08572,0.0,0.14207,0.126,Cl,9,11,16,sra,79.44243811,7.447592999999999,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1111.cif,2012-12-11T14:17:28-0500,P1,1,triclinic,6.941679,13.618312,20.433749,101.956467,90.034634,90.50061,1889.69782068,4.174992346233824,0.6773850688719876,92,54,1.0869565222530922e-08,-0.0775715,0.5057218626205965,58,48,0.0,4.0,0.0
1112,mof_unit_pretest_1112,890.180773,661.3892,0.0,0.12767,0.1034999999999999,COOH,2,1,10,pcu,39.62205007,6.891447,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1112.cif,2012-12-10T17:55:05-0500,P1,1,triclinic,8.72231,10.783277,9.567747,90.696766,98.361608,90.671561,890.180772687,2.4072462938615846,0.29194846342342473,50,44,6.000000000505601e-08,-0.051097000000000004,0.5536835406345907,33,20,0.0,5.0,0.0
1113,mof_unit_pretest_1113,4107.489963,1430.4264460000002,3236.65,0.3709,0.6413999999999999,Pr-F,3,7,18,pcu,9.353436882,5.024006,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1113.cif,2012-12-10T21:13:59-0500,P1,1,triclinic,15.375221,16.729894,17.451735,89.850299,89.642068,66.208937,4107.4899628,3.0969107698151315,0.4485922210742963,194,70,3.092783504900206e-08,0.15173750000000003,0.3801616857971934,152,53,2.0,0.0,0.0
1114,mof_unit_pretest_1114,1128.414046,592.5042599999999,2124.41,0.28494,0.3267999999999999,NHMe,2,4,11,pcu,9.982571627,5.383082,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1114.cif,2012-10-26T21:01:03-0400,P1,1,triclinic,10.929463,10.812968,9.548486,90.253261,89.748949,90.144624,1128.41404588,2.198024871759699,0.27200362495779484,55,58,-1.8181818200508298e-08,0.094044,0.3376874898763643,43,20,0.0,2.0,0.0
1115,mof_unit_pretest_1115,2001.319714,831.73372,2735.78,0.39055,0.5658999999999998,OEt,2,4,27,pcu,12.02728982,5.411207,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1115.cif,2012-12-10T19:05:54-0500,P1,1,triclinic,19.284607,10.851573,9.566362,91.042638,90.365712,90.888859,2001.31971361,2.305431179485778,0.2908912270553992,82,58,-1.2195121952924121e-08,0.079589,0.37506288100694735,57,38,0.0,0.0,0.0
1116,mof_unit_pretest_1116,2425.962156,1207.54534,2088.87,0.2842799999999999,0.3438999999999999,OMe-COOH,3,13,23,pcu,13.42918523,5.70713,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1116.cif,2012-12-10T17:34:57-0500,P1,1,triclinic,12.018965,12.879058,15.755111,90.266342,85.39152,93.650785,2425.96215566,2.928037890631733,0.4314387674476874,115,80,2.6086956519593045e-08,0.091966,0.48667198442923165,87,30,2.0,7.0,0.0
1117,mof_unit_pretest_1117,1146.445994,1073.5695,0.0,0.1079,0.0694,Cl-OH,2,4,22,pcu,34.24445731,6.866729,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1117.cif,2012-12-10T19:03:06-0500,P1,1,triclinic,10.909895,10.897219,9.654472,91.034545,89.73014,92.570075,1146.44599377,2.5686842452361844,0.3533575224441739,71,76,1.4084507049695155e-08,0.078488,0.5076082028529121,63,20,0.0,0.0,0.0
1118,mof_unit_pretest_1118,2941.807073,1273.83808,2788.46,0.3010999999999999,0.4188,CN-Et,3,12,29,pcu,13.34356155,5.452585,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1118.cif,2012-12-10T17:26:19-0500,P1,1,triclinic,10.102224,10.721072,27.637528,90.932527,81.099782,95.86486,2941.80707288,3.0993749108285007,0.4367807860037152,130,56,-7.692307693382907e-09,0.1007015,0.38446421549696913,82,52,6.0,4.0,0.0
1119,mof_unit_pretest_1119,1218.527333,699.16452,2362.88,0.2886,0.3029,SO3H,3,5,8,pcu,17.78927078,5.464019,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1119.cif,2012-12-10T20:51:43-0500,P1,1,triclinic,8.091917,8.934999,16.950552,89.547705,96.118438,90.030848,1218.52733309,2.3478315616171708,0.27408402939203796,48,24,-4.166666666323889e-08,-0.1321935,0.4802215275058376,28,20,2.0,5.0,0.0
1120,mof_unit_pretest_1120,2072.069298,1031.52872,2521.87,0.33393,0.4038999999999999,H-OH,12,1,10,bcu,12.89414062,5.3611580000000005,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1120.cif,2012-12-11T15:20:40-0500,P1,1,triclinic,12.984762,13.056341,15.305589,116.009751,63.175531,97.087929,2072.06929799,4.610358554017034,0.7787856826879875,92,60,6.033820786006285e-18,-0.034788,0.23184620372776918,55,52,0.0,2.0,0.0
1121,mof_unit_pretest_1121,1644.887242,1232.46218,675.86,0.14029,0.1128,Me-COOH,9,1,22,sra,39.42554867,7.0137100000000006,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1121.cif,2012-12-11T15:52:32-0500,P1,1,triclinic,6.998672,14.574172,16.127082,90.508646,90.148503,89.90184,1644.88724218,4.050796537907587,0.6426580348136574,109,48,-2.7522935775515186e-08,0.019124,0.5122687602658592,87,34,0.0,5.0,0.0
1122,mof_unit_pretest_1122,3154.641971,1673.08776,1685.29,0.19963,0.2267,Ph,9,18,20,sra,35.28131810000001,6.556034,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1122.cif,2012-12-11T15:28:34-0500,P1,1,triclinic,6.947313,19.65335,23.237795,96.009876,90.834535,88.975898,3154.64197094,3.7735860188651706,0.5910214213865965,160,62,1.2499999993420552e-08,-0.0236735,0.3431203892825007,86,94,6.0,0.0,0.0
1123,mof_unit_pretest_1123,3917.818639,1364.22836,4287.17,0.4374899999999999,0.7566,Me-OH,2,16,29,pcu,10.36130171,4.8422160000000005,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1123.cif,2012-12-10T17:39:18-0500,P1,1,triclinic,12.314571,13.173193,27.769402,77.773866,101.102684,116.420895,3917.81863885,3.5063888548803126,0.5405405986544525,139,60,-6.3897728035980236e-18,0.089942,0.39119645764094046,76,84,0.0,0.0,0.0
1124,mof_unit_pretest_1124,2408.03084,2215.03856,0.0,0.1084099999999999,0.0709999999999999,SO3H,3,12,12,pcu,93.91535011,8.976153,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1124.cif,2012-12-10T17:14:30-0500,P1,1,triclinic,14.933522,15.486491,10.475829,90.691673,83.768987,90.815648,2408.03083984,3.9398154650232917,0.6509558483083098,140,68,7.1428571375114254e-09,-0.14581850000000002,0.45259645224781325,90,16,0.0,44.0,0.0
1125,mof_unit_pretest_1125,1639.138935,1535.27604,606.07,0.13364,0.0859,Br-SO3H,3,13,15,pcu,69.81273538,8.364813999999999,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1125.cif,2012-12-10T17:28:38-0500,P1,1,triclinic,10.562523,12.194754,12.772432,90.691884,94.860557,90.126392,1639.13893533,3.0250183805341444,0.4349384449311876,92,54,-1.0869565221324158e-08,-0.11027100000000001,0.40274801187317283,46,46,0.0,12.0,0.0
1126,mof_unit_pretest_1126,1776.431522,875.25204,2430.34,0.36667,0.4481999999999999,NO2,3,4,8,pcu,12.74563376,5.345887,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1126.cif,2013-03-05T16:45:56-0500,P1,1,triclinic,9.884224,10.667764,16.906063,88.79258,94.555168,89.324934,1776.43152228,2.201549990537039,0.2648434986759081,72,56,-2.77777777816605e-08,0.017582000000000004,0.4120098174895557,42,40,0.0,1.0,0.0
1127,mof_unit_pretest_1127,1105.969426,754.56028,883.58,0.16275,0.1436999999999999,OH-NO2,2,14,24,pcu,28.70939502,6.060526,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1127.cif,2013-03-05T15:51:40-0500,P1,1,triclinic,10.659424,10.83742,9.584632,90.69195,89.577463,92.608262,1105.96942625,2.7851529535722674,0.3860460660800013,65,48,9.23076923018065e-08,-0.031402,0.41499478882013496,48,32,0.0,0.0,0.0
1128,mof_unit_pretest_1128,3692.45265,1711.44586,2019.89,0.26576,0.3453,OPr-CN,3,7,16,pcu,10.8228143,5.444365,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1128.cif,2012-12-10T21:12:23-0500,P1,1,triclinic,13.263437,16.720626,17.534411,90.023208,92.207378,71.863925,3692.4526495,3.0571706988572536,0.4460380437843164,207,80,1.4492753626286852e-08,0.138743,0.40471059352088123,162,48,9.0,0.0,0.0
1129,mof_unit_pretest_1129,2062.937116,1178.50884,1513.79,0.2290699999999999,0.2414999999999999,CN-Ph,9,11,13,sra,16.26108235,5.911372,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1129.cif,2012-12-11T14:14:15-0500,P1,1,triclinic,16.896875,7.244026,17.111295,88.496969,99.734101,91.666109,2062.93711618,4.04279237069697,0.6324461059380599,102,46,1.9607843135369717e-08,-0.1007995,0.43611019036954,60,50,2.0,4.0,0.0
1130,mof_unit_pretest_1130,1718.033964,1057.76784,680.5,0.1191,0.1165,NH2-Ph,3,12,23,pcu,34.66647289,7.045599,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1130.cif,2012-12-10T17:22:08-0500,P1,1,triclinic,10.314539,10.775846,15.727617,91.870434,81.119411,95.800597,1718.03396353,3.917113231410968,0.6269068111581387,118,56,1.6949152535098113e-08,0.111752,0.3097279639022776,81,44,2.0,4.0,0.0
1131,mof_unit_pretest_1131,1691.5158149999995,887.4299199999998,1491.58,0.215,0.2467999999999999,Et,3,5,28,pcu,33.75377682,6.933938,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1131.cif,2013-03-05T16:48:15-0500,P1,1,triclinic,23.42154,8.922159,8.094516,90.026711,89.948574,89.989963,1691.51581505,3.1225521187766496,0.45502535942597766,86,48,-1.6136962567226112e-18,0.168004,0.4382073516637561,56,39,2.0,0.0,0.0
1132,mof_unit_pretest_1132,1342.534342,669.22122,2305.49,0.32305,0.3902999999999999,HCO,3,4,13,pcu,11.26205432,5.372558000000001,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1132.cif,2012-12-10T20:27:58-0500,P1,1,triclinic,12.851882,10.674932,9.865374,90.023741,97.284791,89.946801,1342.53434154,2.3284769191348618,0.2891789678979482,60,50,-6.666666666303259e-08,0.0951095,0.42216274584390107,39,31,0.0,1.0,0.0
1133,mof_unit_pretest_1133,1111.034316,783.72892,0.0,0.0758799999999999,0.0647999999999999,OEt,2,4,9,pcu,37.34411996,7.863874000000002,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1133.cif,2012-12-10T19:10:05-0500,P1,1,triclinic,10.791209,10.795735,9.53701,90.220926,90.227841,89.919259,1111.03431645,3.1342830988003,0.4545344399603781,79,64,-6.329113923916427e-08,0.099545,0.36058761444929927,54,38,0.0,0.0,0.0
1134,mof_unit_pretest_1134,3967.903875,3438.19064,0.0,0.07263,0.0505,SO3H,4,4,15,acs,72.89315553999998,8.773211,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1134.cif,2012-12-11T15:45:00-0500,P1,1,triclinic,19.252882,10.992042,18.749939,89.939722,89.969462,89.564517,3967.90387544,4.926691835638455,0.8445961787805283,288,92,-1.0416666665038734e-08,0.016647500000000003,0.36593063110823915,198,140,0.0,8.0,0.0
1135,mof_unit_pretest_1135,2915.52138,1215.57372,3324.78,0.39789,0.5746999999999999,OH-H,3,4,29,pcu,13.39870011,5.150144999999999,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1135.cif,2013-03-05T16:44:36-0500,P1,1,triclinic,27.700973,10.646681,9.888821,89.709676,88.72799,90.607432,2915.52137986,2.4550754103795356,0.3128155871973354,110,64,-3.6363636358878586e-08,0.044132,0.44254516373080605,64,64,0.0,0.0,0.0
1136,mof_unit_pretest_1136,2252.591445,1119.64648,2590.85,0.34855,0.4223,NO2,2,13,17,pcu,17.74419612,5.510686,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_1136.cif,2013-03-05T15:48:06-0500,P1,1,triclinic,15.087117,13.016326,11.665911,99.842918,93.515102,90.431142,2252.59144474,2.8309122475678388,0.38456060402256925,86,40,2.3255813958675456e-08,0.003592,0.35508310832945356,35,65,0.0,0.0,0.0
